Caucasus_EBA:??Maikop:NovosvobodnayaI6266,0.112685,0.127957,-0.071653,-0.034238,-0.045855,-0.001394,0.013631,-0.011307,-0.068515,-0.03262,-0.003735,0.009142,-0.017691,0.010046,0.011536,-0.020286,0.008996,-0.004054,-0.010684,0.011005,0.019466,-0.007914,-0.00949,-0.010965,0.002155
Caucasus_EBA:??Maikop:NovosvobodnayaI6267,0.102441,0.128972,-0.075801,-0.032623,-0.038776,0.001952,0.018566,-0.003461,-0.058289,-0.024237,0.014615,0.005545,-0.031219,0.006881,0.000543,-0.010872,0.016168,-0.003674,-0.011187,0.005127,0.006489,0.000742,0.01368,-0.011688,0.007065
Caucasus_EBA:??Maikop:NovosvobodnayaI6268,0.102441,0.137096,-0.07995,-0.032623,-0.051394,-0.003347,0.016686,-0.007154,-0.069334,-0.023691,-0.003735,0.012139,-0.019475,0.004817,0.01045,-0.022673,-0.001173,-0.006968,-0.014707,0.014757,0.016097,-0.006801,0.003574,-0.008435,0.006706
Caucasus_EBA:??Maikop:NovosvobodnayaI6272,0.106994,0.13405,-0.065242,-0.037791,-0.053856,-0.002789,0.008695,-0.004384,-0.059721,-0.015672,0.005521,0.013038,-0.023637,-0.001927,0.009772,-0.015115,0.012386,-0.000887,-0.000628,0.005378,0.006364,0.002968,0.003697,-0.011688,0.000599
Caucasus_EBA:??Maikop:Russia_North_Caucasus:ESY003,0.094473,0.128972,-0.069767,-0.048127,-0.033545,-0.008367,0.00188,-0.005077,-0.041723,-0.013303,0.006983,0.004646,-0.011893,0.009771,0.001357,-0.001989,0.010561,-0.002027,-0.005028,0.007629,0.005615,0.004081,-0.008134,-0.008194,-0.006347
Caucasus_EBA:??Maikop:Russia_North_Caucasus_Maykop_En:ESY005,0.103579,0.126941,-0.059208,-0.045543,-0.042162,-0.001394,0.00705,-0.007384,-0.056244,-0.023326,0.001461,0.006145,-0.017691,-0.001927,0.002986,-0.004906,0.017341,-0.003547,-0.010433,0.019134,0.005366,-0.004946,-0.005423,0.002892,-0.004071
Caucasus_EBA:??Maikop:RUS_Maykop_Late:SIJ001,0.102441,0.127957,-0.059208,-0.043282,-0.055703,-0.00502,0.010105,-0.005307,-0.062993,-0.021322,0.006983,0.005545,-0.02438,0.000688,0.002036,-0.009149,0.014212,-0.003041,-0.00905,0.017884,0.004866,0.004081,0.001725,-0.014821,-0.010059
Caucasus_EBA:??KuraAraxes:BerkaberI14339,0.105855,0.128972,-0.067505,-0.032623,-0.051702,-0.005299,0.011045,-0.000923,-0.060539,-0.022051,0.003248,0.007194,-0.021853,0.006331,0.006515,-0.0118,0.004433,0.001774,-0.004651,0.009004,0.009858,-0.002226,-0.006039,-0.00976,-0.003712
Caucasus_EBA:??KuraAraxes:BerkaberI14341,0.10927,0.139128,-0.071276,-0.036176,-0.047086,-0.001394,0.016451,-0.005307,-0.062584,-0.02278,0.004709,0.008243,-0.020069,-0.002477,0.003393,-0.006895,0.003651,0.001647,0.004148,0.002501,0.015847,0.007666,-0.000246,-0.012411,0.000718
Caucasus_EBA:??KuraAraxes:BerkaberI15132,0.099026,0.131003,-0.072784,-0.039083,-0.055703,-0.006693,0.006815,-0.011076,-0.062789,-0.018953,0.000974,0.009142,-0.013379,0.010597,0.007193,0.001458,0.01004,-0.004561,-0.008422,-0.000125,0.012228,-0.001978,-0.002095,-0.00012,-0.000718
Caucasus_EBA:??KuraAraxes:BerkaberI16920,0.097888,0.131003,-0.072784,-0.047158,-0.042469,-0.013108,0.008695,-0.010384,-0.053994,-0.012028,0.000812,-0.001199,-0.005203,-0.006055,0.001086,0.016706,0.018906,-0.005574,-0.012067,-0.002626,0.006239,-0.002102,-0.003574,0.003012,0.00491
Caucasus_EBA:??KuraAraxes:KalavanI1633,0.104717,0.125926,-0.069767,-0.039729,-0.044316,0.003068,0.016451,-0.01223,-0.062789,-0.025513,0.004547,0.005845,-0.016353,0.001789,0.011265,-0.000265,0.009257,-0.001647,0.003268,-0.003252,0.007736,-0.004822,0.003328,-0.003615,-0.003233
Caucasus_EBA:??KuraAraxes:KalavanI1635,0.106994,0.132019,-0.061094,-0.049419,-0.041238,-0.010877,0.00752,-0.006692,-0.058903,-0.020228,0.005684,0.008093,-0.013528,0.001651,0.005565,-0.001856,0.009909,0.000127,-0.007039,0.001,0.01148,-0.007914,0.002711,-0.003976,-0.000838
Caucasus_EBA:??KuraAraxes:KapsARM001,0.101303,0.136081,-0.074293,-0.037791,-0.048624,-0.003068,0.012691,-0.012692,-0.067288,-0.021868,-0.00065,0.012739,-0.018731,0.007294,0.005157,-0.014187,-0.01343,-0.010388,0.002388,-0.002126,0.003369,0,-0.011462,-0.008676,0.000359
Caucasus_EBA:??KuraAraxes:KapsARM002,0.097888,0.13405,-0.063733,-0.049096,-0.048009,-0.018686,0.003055,-0.014538,-0.061357,-0.014943,0.012666,0.004796,-0.017393,0.00523,0.00285,-0.00769,0.01356,0.00114,-0.004525,0.002126,0.005989,0.004204,0.008381,-0.008917,-0.005269
Caucasus_EBA:??KuraAraxes:KarnutI13599,0.102441,0.132019,-0.079572,-0.043928,-0.048009,-0.009203,0.012456,-0.004615,-0.058085,-0.019681,0.003248,0.012289,-0.012785,0.003578,-0.000814,-0.009281,0.009779,-0.003801,0.004022,-0.000125,-0.003743,0.003586,-0.000986,-0.00494,-0.000958
Caucasus_EBA:??KuraAraxes:TalinI1658,0.108132,0.129988,-0.066373,-0.051034,-0.054164,-0.003068,0.007755,-0.003692,-0.049904,-0.010023,0.001461,0.003597,-0.016947,-0.003716,-0.00285,0.001326,0.021253,-0.003041,0,0.002501,0.002496,0.001855,0.008997,-0.003735,-0.00467
