KuraAraxes:BerkaberI14339,0.105855,0.128972,-0.067505,-0.032623,-0.051702,-0.005299,0.011045,-0.000923,-0.060539,-0.022051,0.003248,0.007194,-0.021853,0.006331,0.006515,-0.0118,0.004433,0.001774,-0.004651,0.009004,0.009858,-0.002226,-0.006039,-0.00976,-0.003712
KuraAraxes:BerkaberI14341,0.10927,0.139128,-0.071276,-0.036176,-0.047086,-0.001394,0.016451,-0.005307,-0.062584,-0.02278,0.004709,0.008243,-0.020069,-0.002477,0.003393,-0.006895,0.003651,0.001647,0.004148,0.002501,0.015847,0.007666,-0.000246,-0.012411,0.000718
KuraAraxes:BerkaberI15132,0.099026,0.131003,-0.072784,-0.039083,-0.055703,-0.006693,0.006815,-0.011076,-0.062789,-0.018953,0.000974,0.009142,-0.013379,0.010597,0.007193,0.001458,0.01004,-0.004561,-0.008422,-0.000125,0.012228,-0.001978,-0.002095,-0.00012,-0.000718
KuraAraxes:BerkaberI16920,0.097888,0.131003,-0.072784,-0.047158,-0.042469,-0.013108,0.008695,-0.010384,-0.053994,-0.012028,0.000812,-0.001199,-0.005203,-0.006055,0.001086,0.016706,0.018906,-0.005574,-0.012067,-0.002626,0.006239,-0.002102,-0.003574,0.003012,0.00491
KuraAraxes:KalavanI1633,0.104717,0.125926,-0.069767,-0.039729,-0.044316,0.003068,0.016451,-0.01223,-0.062789,-0.025513,0.004547,0.005845,-0.016353,0.001789,0.011265,-0.000265,0.009257,-0.001647,0.003268,-0.003252,0.007736,-0.004822,0.003328,-0.003615,-0.003233
KuraAraxes:KalavanI1635,0.106994,0.132019,-0.061094,-0.049419,-0.041238,-0.010877,0.00752,-0.006692,-0.058903,-0.020228,0.005684,0.008093,-0.013528,0.001651,0.005565,-0.001856,0.009909,0.000127,-0.007039,0.001,0.01148,-0.007914,0.002711,-0.003976,-0.000838
KuraAraxes:KapsARM001,0.101303,0.136081,-0.074293,-0.037791,-0.048624,-0.003068,0.012691,-0.012692,-0.067288,-0.021868,-0.00065,0.012739,-0.018731,0.007294,0.005157,-0.014187,-0.01343,-0.010388,0.002388,-0.002126,0.003369,0,-0.011462,-0.008676,0.000359
KuraAraxes:KapsARM002,0.097888,0.13405,-0.063733,-0.049096,-0.048009,-0.018686,0.003055,-0.014538,-0.061357,-0.014943,0.012666,0.004796,-0.017393,0.00523,0.00285,-0.00769,0.01356,0.00114,-0.004525,0.002126,0.005989,0.004204,0.008381,-0.008917,-0.005269
KuraAraxes:KarnutI13599,0.102441,0.132019,-0.079572,-0.043928,-0.048009,-0.009203,0.012456,-0.004615,-0.058085,-0.019681,0.003248,0.012289,-0.012785,0.003578,-0.000814,-0.009281,0.009779,-0.003801,0.004022,-0.000125,-0.003743,0.003586,-0.000986,-0.00494,-0.000958
KuraAraxes:TalinI1658,0.108132,0.129988,-0.066373,-0.051034,-0.054164,-0.003068,0.007755,-0.003692,-0.049904,-0.010023,0.001461,0.003597,-0.016947,-0.003716,-0.00285,0.001326,0.021253,-0.003041,0,0.002501,0.002496,0.001855,0.008997,-0.003735,-0.00467
KuraAraxes:VEK007,0.103579,0.128972,-0.059585,-0.021318,-0.058165,0.000558,0.010105,0.005307,-0.071174,-0.030251,0.000487,0.007493,-0.011298,-0.012937,0.002986,-0.002652,0.019818,0,0.005531,-0.004377,-0.001622,-0.000866,0.004683,-0.008917,-0.003353
