Anatolia_BA:Turkey_EBA:Turkey_EBA_II.SG:MA2210_noUDG.SG,0.095611,0.152329,-0.04978,-0.075905,-0.007694,-0.027052,0.00376,-0.005538,-0.012885,0.023144,0.011367,0.003597,-0.013231,-0.008395,-0.011129,-0.002121,0.012778,0.001774,0.007165,-0.006878,0.001872,0.006306,-0.004807,0.002289,-0.008263
Anatolia_BA:Turkey_EBA:Turkey_EBA_II.SG:MA2212_noUDG.SG,0.102441,0.147252,-0.043746,-0.089148,-0.003693,-0.020917,-0.009165,-0.008307,0.003068,0.028976,0.002923,0.003147,-0.016204,-0.011698,-0.014386,0.005436,0.020731,0.004307,-0.000126,0.00075,-0.002745,0.001484,-0.003081,0.003615,0.011376
Anatolia_BA:Turkey_EBA:Turkey_EBA_II.SG:MA2213_noUDG.SG,0.101303,0.155376,-0.042238,-0.077843,0.000308,-0.024542,-0.000705,-0.007615,-0.017998,0.027518,0.009743,0.002698,-0.013528,0.004266,-0.018729,-0.008221,0.004824,0.00114,0.005028,-0.001501,0.001497,0.008285,-0.003821,0,-0.013053
Anatolia_BA:Turkey_EBA:ART001,0.092197,0.158423,-0.060716,-0.108206,-0.013541,-0.036814,-0.00188,-0.012461,-0.005522,0.012757,0.00406,-0.001948,0.00773,0.003028,-0.014658,-0.001458,0.003781,0.001014,0.005279,-0.003126,0.004742,0.00272,-0.008381,-0.002289,0.007544
Anatolia_BA:Turkey_EBA:ART009,0.110408,0.153345,-0.058831,-0.085272,-0.02462,-0.033467,0.00188,-0.007384,-0.019021,0.007107,0.002273,0.006145,-0.000297,0,-0.009636,0.006364,0.020601,-0.001647,-0.00352,0.006253,-0.006489,0.004575,-0.001849,-0.001084,0.001317
Anatolia_BA:Turkey_EBA:ART010,0.103579,0.159438,-0.060716,-0.086564,-0.022466,-0.026774,0.003055,-0.006231,-0.022089,0.017312,0.001299,0.006444,-0.011893,0.010046,-0.011401,-0.013657,-0.002999,0.008235,0.002765,0.000125,-0.001622,0.004328,0.001232,-0.008073,-0.008981
Anatolia_BA:Turkey_EBA:ART011,0.10927,0.152329,-0.059962,-0.082688,-0.02462,-0.025937,-0.00423,-0.017076,-0.023929,0.013668,0.010068,0.002098,-0.017393,0.003578,-0.010043,-0.005701,0.008084,0.006588,0.005028,-0.000625,-0.004243,0.005441,0.001725,-0.009881,0.003952
Anatolia_BA:Turkey_EBA:I14649_in.preparation,0.084229,0.148267,-0.059585,-0.092701,-0.004308,-0.03765,0.00329,-0.004154,0.007158,0.025149,0.004872,0.006744,0.006987,0.007707,-0.004614,0.010209,0.002738,0.00228,-0.002514,-0.003752,0.002496,0.022876,0.012078,0.009278,-0.009939
Anatolia_BA:Turkey_EBA:I14792,0.09675,0.157407,-0.053174,-0.116927,-0.001539,-0.033467,-0.00141,-0.003923,0.000818,0.026606,0.010393,-0.002248,0.007582,0.006468,-0.021172,0.013524,0.017863,-0.00114,0.000754,0.006128,0.000499,0.005441,-0.005546,-0.000843,-0.010179
Anatolia_BA:Turkey_EBA:I14794,0.099026,0.152329,-0.059962,-0.101099,-0.014156,-0.045459,0,-0.013384,0.002045,0.013121,0.019324,-0.007793,0.005798,0.004129,-0.012893,-0.002121,0.012647,0.001647,-0.004399,-0.000375,0.007362,0.006925,-0.003451,0.003494,-0.007185
Anatolia_BA:Turkey_EBA:I14797,0.102441,0.146236,-0.065996,-0.099807,-0.013233,-0.038487,0.00047,-0.001846,-0.005931,0.015308,0.012991,0.001499,0.003717,-0.005505,-0.008279,-0.005569,0.009388,0.004181,0.009679,0.002626,0.003619,0.004451,0.000493,-0.007109,-0.002754
Anatolia_BA:Turkey_EBA:I14798,0.097888,0.150298,-0.067505,-0.098192,-0.012002,-0.038208,-0.00846,-0.00923,-0.007567,0.014579,0.01023,-0.007343,0.014271,0.004404,-0.006379,0.007558,-0.007953,0.005701,-0.000628,0.00025,0.006364,0.005441,-0.00949,0.00012,0.007305
Anatolia_BA:Turkey_EBA:I2495,0.118376,0.158423,-0.034695,-0.079781,0.001231,-0.018686,-0.00235,-0.010384,-0.002863,0.030798,0.000812,0.007943,-0.014717,0.003441,-0.025244,0.00411,0.025555,0,0.006159,0.002501,-0.006738,0.001113,0.003451,-0.00241,-0.002874
Anatolia_BA:Turkey_EBA:I2499,0.1161,0.155376,-0.042238,-0.078812,-0.010463,-0.0251,0.002115,-0.003,-0.016362,0.027518,0.010068,0.005845,-0.004311,-0.015276,-0.026058,0.009679,0.026859,-0.00038,0.008673,-0.004752,-0.006364,-0.008408,0.008997,-0.003374,-0.002275
Anatolia_BA:Turkey_EBA:I2683,0.112685,0.159438,-0.041483,-0.08398,-0.004924,-0.025658,-0.002585,-0.004846,-0.012885,0.033349,0.008931,0.007044,-0.013528,-0.001101,-0.018865,-0.003713,0.018254,-0.000127,0.007039,-0.00963,-0.000374,0,-0.003204,0.001807,-0.008143
Anatolia_BA:Turkey_EBA:I4481,0.092197,0.137096,-0.070522,-0.076551,-0.02185,-0.037371,-0.010575,-0.006692,-0.016566,-0.002916,0.005521,-0.006145,0,0.011147,0.003122,-0.008618,-0.015907,0.004687,-0.002137,-0.000875,0.006988,-0.002226,0.000986,-0.008555,0.001796
